row_index,doc_id,question,answer,true_label,predicted_label,verdict,entailment_score,neutral_score,contradiction_score,max_similarity,retrieved_context,is_correct,error_type,verdict_detail
298,ford_mach_e.pdf,How do I turn the brake coach display on or off?,"1. From the settings menu, press Driver Assistance. 
2. Switch Brake Coach on or off.",1,1,UNCERTAIN,0.5417,0.0112,0.4471,0.8417,"SWITCHING REVERSE BRAKE ASSIST ON AND OFF 1. From the driver assistance menu, press Reverse Brake Assist. See Driver Assistance Menu (page 381). 2. Switch the feature on or off. Note: The system is unavailable when the rear parking aid or cross traffic alert is off. Note: If your vehicle is not equipped with cross traffic alert, the reverse brake assist relies on input from only the rear parking aid and rear camera sensors. OVERRIDING REVERSE BRAKE ASSIST There could be instances when unexpected",True,TP,UNCERTAIN_LEANING_GROUNDED
299,dji_mavic_pro.pdf,What are the flight restrictions if the app is not connected or logged in?,flight is restricted to a height of 30 m and distance of 40 m when not connected or logged into the app during flight,1,1,UNCERTAIN,0.78,0.0131,0.2069,0.7577,© 2017 DJI All Rights Reserved. Flight This section describes safe flight practices and flight restrictions.,True,TP,UNCERTAIN_LEANING_GROUNDED
300,makita_drill.pdf,When is it recommended to charge a battery cartridge that hasn't been used for an extended period?,Charge the battery cartridge if you do not use\n\nit for a long period (more than six months).,0,0,GROUNDED,0.9858,0.0014,0.0128,0.8135,charged battery car- tridge. Overcharging shortens the battery service life. 3. Charge the battery cartridge with room tem- perature at 10 °C - 40 °C (50 °F - 104 °F). Let a hot battery cartridge cool down before charging it. 4. Charge the battery cartridge if you do not use it for a long period (more than six months). FUNCTIONAL DESCRIPTION CAUTION: Always be sure that the tool is switched off and the battery cartridge is removed before adjusting or checking function on the tool. Installing or ,True,TN,GROUNDED
301,apple_watch.pdf,What happens if my Apple Watch battery charge drops to 10 percent or lower?,your Apple Watch alerts you and gives you the opportunity to enter Power Reserve mode when the battery charge drops to 5 percent or lower.,1,1,HALLUCINATION,0.2818,0.0076,0.7106,0.8625,"Apple Watch User Guide Check battery health You can find out the capacity of your Apple Watch battery relative to when it was new. 1. Open the Settings app on your Apple Watch. 2. Tap Battery, then tap Battery Health. Apple Watch alerts you if battery capacity is significantly reduced, allowing you to check your service options. Use optimized battery charging To reduce battery aging, Apple Watch uses on-device machine learning to learn your daily charging routines so it can wait to finish chargi",True,TP,HALLUCINATION
302,electrolux_oven.pdf,What is the primary warning regarding the oven interior during use?,Warning: Risk of burns! The exterior of the oven becomes hot during use.,1,1,HALLUCINATION,0.0832,0.005,0.9118,0.8139,"cleaning and care electrolux 39 Cleaning and care Warning: For cleaning, the appli­ ance must be switched off and cooled down. Warning: For safety reasons, do not clean the appliance with steam jet or high-pressure cleaning equip­ ment. Important: Do not use any abrasive cleaners, sharp scrapers or abra­ sive items. Outside of the appliance • Wipe the front of the appliance with a soft cloth and a solution of wash­ ing-up liquid and warm water. • With metal fronts use the cleaners that are comme",True,TP,HALLUCINATION
303,apple_watch.pdf,What specific app allows users to locate misplaced Apple devices on their Apple Watch?,Find My,1,0,GROUNDED,0.9864,0.0022,0.0114,0.8659,"Apple Watch User Guide Find your Apple Watch If you lost your watch, use Find My to find it. 1. Open the Find My app on your iPhone. 2. Tap Devices, then tap your watch in the list. You can play a sound on your watch, tap Directions to see directions to it in Maps, mark it as lost, or erase it. You can also track your Apple Watch using Find My and iCloud. See Locate your Apple Watch and the Apple Support article If your Apple Watch is lost or stolen. Use Focus on Apple Watch Focus helps you stay",False,FN,GROUNDED
304,ford_mach_e.pdf,What type of restraint is recommended for a child who weighs 18 kg (40 lb) or less?,"Use a child restraint (sometimes\ncalled an infant carrier, convertible\nseat, or toddler seat).",0,0,GROUNDED,0.9936,0.001,0.0054,0.8513,"CHILD RESTRAINTS RECOMMENDATION Recommended Restraint Type Child Size, Height, Weight, or Age Use a child restraint (sometimes called an infant carrier, convertible seat, or toddler seat). Children weighing 18 kg (40 lb) or less (generally age four or younger). Use a belt-positioning booster seat. Children who have outgrown or no longer properly fit in a child restraint (generally children who are less than 1.45 m (57 in) tall, are greater than age four and less than age 12, and between 18 kg (4",True,TN,GROUNDED
305,dyson_v12.pdf,What crucial safety instruction relates to the trigger and potential sharp objects when inspecting for blockages?,Be careful not to touch the trigger and be aware of sharp objects.,0,1,UNCERTAIN,0.0,1.0,0.0,0.6962971687316895,[UNSUPPORTED] max_sim=0.696 < threshold=0.7,False,FP,UNCERTAIN
306,omron_monitor.pdf,"Where is OMRON (DALIAN) CO., LTD. located?","Economic & Technical Development Zone Dalian 116600, CHINA",0,0,GROUNDED,0.988,0.0014,0.0106,0.8159,"de producción Productiefaciliteit Производственное подразделение OMRON (DALIAN) CO., LTD. Economic & Technical Development Zone Dalian 116600, CHINA OMRON HEALTHCARE UK LIMITED Opal Drive Fox Milne Milton Keynes, MK15 0DG U.K. Subsidiary Succursale Niederlassung Consociata Empresa ﬁlial Dochteronderneming Дочерняя компания OMRON MEDIZINTECHNIK HANDELSGESELLSCHAFT mbH John-Deere-Str. 81a 68163 Mannheim GERMANY www.omron-medizintechnik.de OMRON Santé France SAS 14, rue de Lisbonne 93561 Rosny-sous",True,TN,GROUNDED
307,prusa_3d-printer.pdf,What concentration of isopropyl alcohol is recommended for degreasing the print sheet surface?,Use highly concentrated isopropyl alcohol (90% or more) to degrease the sheet surface.,0,0,GROUNDED,0.9948,0.0012,0.004,0.8526,"sheet requires slightly different maintenance. Improper handling and use can damage the print sheet, heated bed, or other parts of the printer. Print sheets are consumables and subject to wear. The surface of the textured and satin print sheet must not be cleaned with acetone! Please refer to the Flexible Print Sheets chapter for maintenance instructions. Use highly concentrated isopropyl alcohol (90% or more) to degrease the sheet surface. Do not use products that contain IPA as one of the comp",True,TN,GROUNDED
308,prusa_3d-printer.pdf,What is the procedure for cleaning a clogged nozzle using an acupuncture needle?,"1. Heat the nozzle to the appropriate temperature for the filament material you are printing with
or slightly above. First, feed the filament, then insert an acupuncture needle (included in the
package) or thin wire (0.4-0.45 mm) into the nozzle from the bottom to a depth of about 1-2
cm. Use protec",1,0,GROUNDED,0.9157,0.0039,0.0804,0.8433,"feed the filament, then insert an acupuncture needle (included in the package) or thin wire (0.3-0.35 mm) into the nozzle from the bottom to a depth of about 1-2 cm. Use protective gloves in case material suddenly starts to come out of the nozzle. Select the Load Filament option from the LCD menu and check that the nozzle is actually 2. extruding the filament. Again insert the wire or acupuncture needle into the nozzle and repeat the whole procedure 3. several times. If the filament is being ext",False,FN,GROUNDED
309,dji_mavic_pro.pdf,What is the function of the Flight Mode Switch on the controller?,Switch between P-mode and S-mode.,0,0,GROUNDED,0.9931,0.002,0.005,0.8224,"Remote Controller Mavic Pro User Manual © 2017 DJI All Rights Reserved. Position Flight Mode SPORT P-mode SPORT S-mode Flight Mode Switch Toggle the switch to select the desired flight mode. Choose between P-mode and S-mode. P-mode (Positioning): P-mode works best when the GPS signal is strong. The aircraft utilizes the GPS and Forward and Downward Vision Systems to locate itself, automatically stabilize, and navigate between obstacles. Advanced features such as TapFly and ActiveTrack are enable",True,TN,GROUNDED
310,samsung_phone_zfold.pdf,What is the name of the feature responsible for seamless app transition between the cover and main screens on the Z Fold5?,Screen continuity,1,0,GROUNDED,0.9529,0.0019,0.0452,0.8566,"App continuity App continuity allows your apps to transition between the cover screen and the large display seamlessly (Galaxy Z Fold5 only). Continue apps on cover screen Choose which apps you want to continue using on the cover screen when you close your device. ◌From Settings, tap Display > Continue apps on cover screen, and tap apps to enable this feature. Getting started Devices and software are constantly evolving — illustrations are for reference only.",False,FN,GROUNDED
311,ford_mach_e.pdf,Describe the multi-step procedure to reset the power folding mirrors if they are not synchronizing correctly after being manually folded.,"1. Fold or retract both mirrors manually.\n\n2. Using the power folding control switch,\noperate the mirrors until you hear an\naudible click.\n\n3. Operate the power folding an\nadditional 3 to 4 times to synchronize\nthe mirrors.",0,0,GROUNDED,0.9712,0.002,0.0268,0.9296,"to 4 times to synchronize the mirrors. If the above process does not help you to fix the mirror, perform the following steps. 1. Fold or retract both mirrors manually. 2. Using the power folding control switch, operate the mirrors until you hear an audible click. 3. Operate the power folding an additional 3 to 4 times to synchronize the mirrors. Repeat this process as needed each time you manually fold the mirrors. Directional Indicator Mirrors When your vehicle is running, the forward facing po",True,TN,GROUNDED
312,lg_home_theater.pdf,What is the caution regarding mixing battery types in the remote?,"Do not mix old and new batteries. Never mix different\ntypes of batteries (standard, alkaline, etc.).",0,0,GROUNDED,0.9928,0.001,0.0062,0.7724,"of the Remote Sensor Remote Control battery installation Remove the battery cover on the rear of the Remote Control, and insert two R03 (size AAA) batteries with and aligned correctly. Caution Do not mix old and new batteries. Never mix different types of batteries (standard, alkaline, etc.). Introduction",True,TN,GROUNDED
313,prusa_3d-printer.pdf,What does 'Stealth Mode' do on this 3D printer?,"With Stealth Mode enabled, the firmware limits the acceleration, feedrate, and temperature values, resulting in reduced printer noise.",1,1,UNCERTAIN,0.8182,0.0079,0.1739,0.8327,"add-ons, such as the Advanced Filtration System or a mechanical lock, which prevents unauthorized access to your 3D printer - an ideal solution for schools, hackerspaces, and other public places. You can also install an LED Strip to illuminate the print area and a fire suppression system. The Original Prusa Enclosure is available in our e-shop.",True,TP,UNCERTAIN_LEANING_GROUNDED
